@RELATION HeaderDataClassification

@ATTRIBUTE CellNum		NUMERIC
@ATTRIBUTE AvgCellLen		NUMERIC
@ATTRIBUTE CharNum		NUMERIC
@ATTRIBUTE DigitChRatio		NUMERIC
@ATTRIBUTE AlphaChRatio		NUMERIC
@ATTRIBUTE SymbolChRatio	NUMERIC
@ATTRIBUTE FontSize		NUMERIC
@ATTRIBUTE FontBold		NUMERIC
@ATTRIBUTE FontItalic		NUMERIC
@ATTRIBUTE NumCellRatio		NUMERIC
@ATTRIBUTE CellNumRatio		NUMERIC
@ATTRIBUTE SpanningCell		NUMERIC
@ATTRIBUTE AvgAlign		NUMERIC
@ATTRIBUTE AvgOverlap		NUMERIC
@ATTRIBUTE AvgChNumDiff		NUMERIC
@ATTRIBUTE AvgSimDataType	NUMERIC
@ATTRIBUTE AvgSimFontSize	NUMERIC
@ATTRIBUTE SimFontStyle		NUMERIC
@ATTRIBUTE SimContent		NUMERIC
@ATTRIBUTE class	{HeaderDataClassification-0, HeaderDataClassification-1}

@DATA
1,	45,	45,	0.0,	0.24,	0.02,	3.0,	0.0,	1.0,	0.0,	0.33,	0.0,	4.0,	1.0,	0.92,	1.0,	1.0,	1.0,	11.0,	HeaderDataClassification-0
2,	46,	92,	0.20,	0.10,	0.19,	2.5,	0.0,	1.0,	0.0,	0.33,	0.0,	0.5,	0.5,	0.5,	0.5,	0.5,	0.5,	5.5,	HeaderDataClassification-0
1,	105,	105,	0.0,	0.11,	0.00,	3.5,	0.0,	1.0,	0.0,	0.33,	0.0,	0.5,	0.5,	0.5,	0.5,	0.5,	0.5,	5.5,	HeaderDataClassification-0
6,	6,	41,	0.0,	0.85,	0.14,	1.0,	0.0,	1.0,	0.0,	0.0,	0.0,	4.0,	1.0,	0.70,	1.0,	1.0,	1.0,	5.66,	HeaderDataClassification-1
6,	11,	70,	0.05,	0.15,	0.2,	1.16,	0.0,	1.0,	0.0,	0.71,	0.0,	0.66,	0.16,	0.08,	0.16,	0.16,	0.16,	1.83,	HeaderDataClassification-1
1,	83,	83,	0.0,	0.13,	0.02,	2.16,	0.0,	1.0,	0.0,	0.33,	0.0,	4.0,	1.0,	0.84,	1.0,	1.0,	1.0,	11.0,	HeaderDataClassification-1
2,	63,	127,	0.14,	0.07,	0.12,	2.08,	0.0,	1.0,	0.0,	0.33,	0.0,	2.0,	0.5,	0.45,	0.5,	0.5,	0.5,	5.5,	HeaderDataClassification-0
1,	139,	139,	0.0,	0.07,	0.00,	3.08,	0.0,	1.0,	0.0,	0.0,	0.0,	0.0,	0.0,	0.0,	0.0,	0.0,	0.0,	0.0,	HeaderDataClassification-0
1,	140,	140,	0.0,	0.0,	0.00,	4.08,	0.0,	0.0,	1.0,	0.0,	0.0,	0.0,	0.0,	0.0,	0.0,	0.0,	0.0,	0.0,	HeaderDataClassification-0
4,	12,	48,	0.04,	0.18,	0.77,	1.0,	1.0,	1.0,	0.0,	0.14,	0.0,	3.0,	0.75,	0.19,	0.75,	0.75,	0.5,	7.5,	HeaderDataClassification-1
3,	22,	67,	0.0,	0.07,	0.20,	1.33,	0.66,	1.0,	0.0,	0.5,	0.0,	4.0,	0.90,	0.30,	1.0,	1.0,	0.33,	19.0,	HeaderDataClassification-0
1,	88,	88,	0.14,	0.0,	0.09,	2.33,	0.0,	1.0,	0.0,	0.0,	0.0,	1.0,	1.0,	1.0,	1.0,	1.0,	1.0,	0.0,	HeaderDataClassification-0
1,	109,	109,	0.11,	0.0,	0.07,	3.33,	0.0,	1.0,	0.0,	0.0,	0.0,	1.0,	1.0,	1.0,	1.0,	1.0,	1.0,	0.0,	HeaderDataClassification-0
1,	130,	130,	0.1,	0.0,	0.06,	4.33,	0.0,	1.0,	0.0,	0.0,	0.0,	1.0,	1.0,	1.0,	1.0,	1.0,	1.0,	0.0,	HeaderDataClassification-0
1,	151,	151,	0.08,	0.0,	0.05,	5.33,	0.0,	1.0,	0.0,	0.0,	0.0,	1.0,	1.0,	1.0,	1.0,	1.0,	1.0,	0.0,	HeaderDataClassification-0
1,	172,	172,	0.07,	0.0,	0.04,	6.33,	0.0,	1.0,	0.0,	0.0,	0.0,	1.0,	1.0,	1.0,	1.0,	1.0,	1.0,	0.0,	HeaderDataClassification-0
1,	193,	193,	0.06,	0.0,	0.04,	7.33,	0.0,	1.0,	0.0,	0.33,	1.0,	8.0,	1.98,	1.0,	2.0,	2.0,	2.0,	22.0,	HeaderDataClassification-0
2,	107,	214,	0.06,	0.0,	0.03,	4.66,	0.0,	1.0,	0.0,	0.0,	0.0,	1.0,	1.0,	1.0,	1.0,	1.0,	1.0,	0.0,	HeaderDataClassification-0
2,	117,	235,	0.05,	0.0,	0.02,	3.33,	0.0,	1.0,	0.0,	0.0,	0.0,	1.0,	1.0,	1.0,	1.0,	1.0,	1.0,	0.0,	HeaderDataClassification-0
2,	128,	256,	0.05,	0.0,	0.02,	2.66,	0.0,	1.0,	0.0,	0.0,	0.0,	1.0,	1.0,	1.0,	1.0,	1.0,	1.0,	0.0,	HeaderDataClassification-0
2,	138,	277,	0.05,	0.0,	0.02,	2.33,	0.0,	1.0,	0.0,	0.0,	0.0,	1.0,	1.0,	1.0,	1.0,	1.0,	1.0,	0.0,	HeaderDataClassification-0
2,	149,	298,	0.04,	0.0,	0.02,	2.16,	0.0,	1.0,	0.0,	0.0,	0.0,	1.0,	1.0,	1.0,	1.0,	1.0,	1.0,	0.0,	HeaderDataClassification-0
2,	159,	319,	0.04,	0.0,	0.02,	2.08,	0.0,	1.0,	0.0,	0.0,	0.0,	1.0,	1.0,	1.0,	1.0,	1.0,	1.0,	0.0,	HeaderDataClassification-0
1,	3,	3,	1.0,	0.0,	0.0,	1.0,	0.0,	0.0,	1.0,	0.33,	0.0,	0.0,	0.0,	0.0,	0.0,	0.0,	0.0,	0.0,	HeaderDataClassification-1
2,	4,	8,	0.0,	0.37,	0.25,	1.5,	1.0,	1.0,	0.5,	0.2,	0.0,	0.0,	0.0,	0.0,	0.0,	0.0,	0.0,	0.0,	HeaderDataClassification-0
3,	4,	12,	0.16,	0.16,	0.0,	1.5,	0.66,	0.66,	1.0,	0.2,	0.0,	0.0,	0.0,	0.0,	0.0,	0.0,	0.0,	0.0,	HeaderDataClassification-0
2,	7,	14,	0.0,	0.14,	0.0,	1.75,	1.0,	1.0,	1.0,	0.33,	0.0,	0.0,	0.0,	0.0,	0.0,	0.0,	0.0,	0.0,	HeaderDataClassification-0
4,	6,	24,	0.04,	0.16,	0.20,	1.43,	0.75,	1.0,	0.75,	0.14,	0.0,	0.0,	0.0,	0.0,	0.0,	0.0,	0.0,	0.0,	HeaderDataClassification-0
3,	9,	28,	0.07,	0.07,	0.0,	1.47,	0.66,	0.66,	1.0,	0.2,	0.0,	0.0,	0.0,	0.0,	0.0,	0.0,	0.0,	0.0,	HeaderDataClassification-0
2,	16,	33,	0.0,	0.12,	0.03,	1.73,	1.0,	1.0,	0.5,	0.33,	0.0,	0.0,	0.0,	0.0,	0.0,	0.0,	0.0,	0.0,	HeaderDataClassification-0
4,	10,	40,	0.0,	0.15,	0.02,	1.43,	1.0,	1.0,	0.5,	0.0,	0.0,	0.0,	0.0,	0.0,	0.0,	0.0,	0.0,	0.0,	HeaderDataClassification-0
4,	11,	47,	0.04,	0.08,	0.02,	1.35,	0.75,	0.75,	0.75,	0.11,	0.0,	0.0,	0.0,	0.0,	0.0,	0.0,	0.0,	0.0,	HeaderDataClassification-0
5,	11,	58,	0.01,	0.08,	0.08,	1.27,	0.8,	1.0,	0.8,	0.66,	0.0,	0.0,	0.0,	0.0,	0.0,	0.0,	0.0,	0.0,	HeaderDataClassification-0
1,	59,	59,	0.0,	0.01,	0.0,	2.27,	1.0,	1.0,	1.0,	0.5,	0.0,	0.0,	0.0,	0.0,	0.0,	0.0,	0.0,	0.0,	HeaderDataClassification-0
3,	21,	64,	0.03,	0.03,	0.01,	1.75,	0.66,	0.66,	0.66,	0.2,	0.0,	0.0,	0.0,	0.0,	0.0,	0.0,	0.0,	0.0,	HeaderDataClassification-0
2,	33,	67,	0.0,	0.04,	0.0,	1.87,	1.0,	1.0,	0.5,	0.33,	0.0,	0.0,	0.0,	0.0,	0.0,	0.0,	0.0,	0.0,	HeaderDataClassification-0
1,	68,	68,	0.01,	0.0,	0.0,	2.87,	0.0,	0.0,	1.0,	0.66,	0.0,	0.0,	0.0,	0.0,	0.0,	0.0,	0.0,	0.0,	HeaderDataClassification-0
5,	16,	84,	0.19,	0.0,	0.0,	1.57,	0.0,	0.0,	1.0,	0.66,	0.0,	0.8,	0.2,	0.05,	0.0,	0.2,	0.0,	2.8,	HeaderDataClassification-0
1,	99,	99,	0.0,	0.11,	0.04,	2.57,	1.0,	1.0,	0.0,	0.0,	0.0,	0.0,	0.0,	0.0,	0.0,	0.0,	0.0,	0.0,	HeaderDataClassification-0
1,	100,	100,	0.0,	0.0,	0.01,	3.57,	0.0,	0.0,	1.0,	0.0,	0.0,	0.0,	0.0,	0.0,	0.0,	0.0,	0.0,	0.0,	HeaderDataClassification-0
1,	36,	36,	0.02,	0.77,	0.19,	1.0,	0.0,	0.0,	0.0,	0.0,	0.0,	1.0,	1.0,	0.81,	1.0,	1.0,	1.0,	27.0,	HeaderDataClassification-1
1,	80,	80,	0.01,	0.43,	0.1,	2.0,	0.0,	0.0,	0.0,	0.0,	0.0,	1.0,	1.0,	0.61,	1.0,	1.0,	1.0,	31.0,	HeaderDataClassification-0
1,	107,	107,	0.00,	0.19,	0.04,	3.0,	0.0,	0.0,	0.0,	0.0,	0.0,	1.0,	1.0,	0.96,	1.0,	1.0,	1.0,	22.0,	HeaderDataClassification-0
1,	135,	135,	0.00,	0.16,	0.03,	4.0,	0.0,	0.0,	0.0,	0.0,	0.0,	1.0,	1.0,	0.96,	1.0,	1.0,	1.0,	22.0,	HeaderDataClassification-0
3,	15,	46,	0.0,	0.93,	0.06,	1.0,	1.0,	0.0,	0.0,	0.5,	0.0,	1.33,	0.33,	0.29,	0.33,	0.33,	0.0,	4.33,	HeaderDataClassification-1
1,	60,	60,	0.0,	0.18,	0.05,	2.0,	0.0,	0.0,	0.0,	0.5,	0.0,	4.0,	0.62,	0.85,	1.0,	1.0,	0.0,	12.0,	HeaderDataClassification-1
3,	39,	117,	0.0,	0.41,	0.06,	1.66,	0.33,	0.0,	0.0,	0.0,	0.0,	1.0,	1.0,	0.82,	1.0,	1.0,	1.0,	18.0,	HeaderDataClassification-1
3,	61,	185,	0.0,	0.34,	0.02,	1.55,	0.33,	0.0,	0.0,	0.2,	0.0,	0.66,	0.66,	0.61,	0.66,	0.66,	0.66,	15.0,	HeaderDataClassification-1
2,	116,	232,	0.0,	0.16,	0.03,	1.77,	0.0,	0.0,	0.0,	0.2,	0.0,	1.0,	1.0,	0.92,	1.0,	1.0,	1.0,	20.5,	HeaderDataClassification-1
3,	101,	304,	0.01,	0.16,	0.05,	1.59,	0.0,	0.0,	0.0,	0.5,	0.0,	0.33,	0.33,	0.29,	0.33,	0.33,	0.33,	7.33,	HeaderDataClassification-1
1,	328,	328,	0.0,	0.06,	0.00,	2.59,	0.0,	0.0,	0.0,	0.0,	0.0,	1.0,	1.0,	0.37,	1.0,	1.0,	1.0,	20.0,	HeaderDataClassification-1
1,	337,	337,	0.0,	0.01,	0.00,	3.59,	0.0,	0.0,	0.0,	0.0,	0.0,	1.0,	1.0,	0.42,	1.0,	1.0,	1.0,	17.0,	HeaderDataClassification-0
1,	358,	358,	0.0,	0.05,	0.00,	4.59,	0.0,	0.0,	0.0,	0.0,	0.0,	1.0,	1.0,	0.85,	1.0,	1.0,	1.0,	18.0,	HeaderDataClassification-0
1,	376,	376,	0.0,	0.03,	0.00,	5.59,	0.0,	0.0,	0.0,	0.0,	0.0,	1.0,	1.0,	0.75,	1.0,	1.0,	1.0,	18.0,	HeaderDataClassification-0
1,	400,	400,	0.0,	0.05,	0.00,	6.59,	0.0,	0.0,	0.0,	0.5,	0.0,	1.0,	1.0,	0.79,	1.0,	1.0,	0.0,	18.0,	HeaderDataClassification-0
3,	157,	471,	0.0,	0.13,	0.01,	3.19,	0.33,	0.0,	0.0,	0.0,	0.0,	1.0,	1.0,	0.90,	1.0,	1.0,	1.0,	20.6,	HeaderDataClassification-0
3,	179,	537,	0.0,	0.10,	0.01,	2.06,	0.33,	0.0,	0.0,	0.2,	0.0,	0.66,	0.66,	0.54,	0.66,	0.66,	0.66,	15.6,	HeaderDataClassification-0
2,	296,	593,	0.0,	0.07,	0.01,	2.03,	0.0,	0.0,	0.0,	0.0,	0.0,	0.5,	0.5,	0.44,	0.5,	0.5,	0.5,	10.5,	HeaderDataClassification-0
2,	320,	641,	0.00,	0.05,	0.01,	2.01,	0.0,	0.0,	0.0,	0.0,	0.0,	1.0,	1.0,	0.62,	1.0,	1.0,	1.0,	21.5,	HeaderDataClassification-0
2,	335,	671,	0.0,	0.04,	0.00,	2.00,	0.0,	0.0,	0.0,	0.33,	0.0,	0.5,	0.5,	0.39,	0.5,	0.5,	0.5,	10.0,	HeaderDataClassification-0
1,	690,	690,	0.0,	0.02,	0.00,	3.00,	0.0,	0.0,	0.0,	0.0,	0.0,	0.0,	0.0,	0.0,	0.0,	0.0,	0.0,	0.0,	HeaderDataClassification-0
1,	712,	712,	0.0,	0.02,	0.00,	4.00,	0.0,	0.0,	0.0,	0.0,	0.0,	1.0,	1.0,	0.45,	1.0,	1.0,	1.0,	19.0,	HeaderDataClassification-0
1,	722,	722,	0.0,	0.01,	0.00,	5.00,	0.0,	0.0,	0.0,	0.5,	0.0,	1.0,	1.0,	0.76,	1.0,	1.0,	0.0,	11.0,	HeaderDataClassification-0
3,	262,	786,	0.0,	0.07,	0.00,	2.66,	0.33,	0.0,	0.0,	0.0,	0.0,	1.0,	1.0,	0.82,	1.0,	1.0,	1.0,	16.3,	HeaderDataClassification-0
3,	280,	841,	0.0,	0.05,	0.00,	1.88,	0.33,	0.0,	0.0,	0.2,	0.0,	0.66,	0.66,	0.46,	0.66,	0.66,	0.66,	13.3,	HeaderDataClassification-0
2,	440,	881,	0.0,	0.03,	0.00,	1.94,	0.0,	0.0,	0.0,	0.2,	0.0,	1.0,	1.0,	0.76,	1.0,	1.0,	1.0,	17.5,	HeaderDataClassification-0
3,	314,	942,	0.0,	0.05,	0.00,	1.64,	0.0,	0.0,	0.0,	0.0,	0.0,	1.0,	1.0,	0.66,	1.0,	1.0,	1.0,	21.0,	HeaderDataClassification-0
3,	335,	1006,	0.0,	0.05,	0.00,	1.54,	0.0,	0.0,	0.0,	0.0,	0.0,	1.0,	1.0,	0.90,	1.0,	1.0,	1.0,	20.0,	HeaderDataClassification-0
3,	358,	1074,	0.00,	0.04,	0.00,	1.51,	0.0,	0.0,	0.0,	0.0,	0.0,	1.0,	1.0,	0.67,	1.0,	1.0,	1.0,	20.3,	HeaderDataClassification-0
3,	382,	1147,	0.00,	0.04,	0.00,	1.50,	0.0,	0.0,	0.0,	0.2,	0.0,	0.66,	0.66,	0.65,	0.66,	0.66,	0.66,	16.3,	HeaderDataClassification-0
2,	602,	1204,	0.0,	0.03,	0.01,	1.75,	0.0,	0.0,	0.0,	0.0,	0.0,	1.0,	1.0,	0.74,	1.0,	1.0,	1.0,	24.5,	HeaderDataClassification-0
2,	624,	1248,	0.0,	0.03,	0.00,	1.87,	0.0,	0.0,	0.0,	0.0,	0.0,	1.0,	1.0,	0.50,	1.0,	1.0,	1.0,	22.0,	HeaderDataClassification-0
2,	642,	1285,	0.0,	0.02,	0.00,	1.93,	0.0,	0.0,	0.0,	0.0,	0.0,	0.0,	0.0,	0.0,	0.0,	0.0,	0.0,	0.0,	HeaderDataClassification-0
2,	652,	1305,	0.00,	0.00,	0.00,	1.96,	0.0,	0.0,	0.0,	0.0,	0.0,	0.0,	0.0,	0.0,	0.0,	0.0,	0.0,	0.0,	HeaderDataClassification-0
8,	4,	36,	0.0,	1.0,	0.0,	1.0,	1.0,	0.0,	0.12,	0.0,	0.0,	4.0,	1.0,	0.55,	0.87,	1.0,	1.0,	7.0,	HeaderDataClassification-1
8,	11,	89,	0.0,	0.43,	0.15,	1.12,	1.0,	0.0,	0.0,	0.77,	0.0,	0.5,	0.12,	0.10,	0.12,	0.12,	0.12,	0.5,	HeaderDataClassification-0
1,	94,	94,	0.0,	0.03,	0.02,	2.12,	1.0,	0.0,	0.0,	0.77,	0.0,	4.0,	1.0,	0.55,	1.0,	1.0,	0.0,	9.0,	HeaderDataClassification-0
8,	18,	145,	0.24,	0.05,	0.04,	1.26,	0.12,	0.0,	0.75,	0.33,	0.0,	0.87,	0.5,	0.47,	0.37,	0.5,	0.5,	0.25,	HeaderDataClassification-0
4,	43,	173,	0.09,	0.04,	0.01,	1.31,	0.25,	0.0,	0.75,	0.33,	0.0,	1.75,	1.0,	0.94,	0.75,	1.0,	1.0,	0.5,	HeaderDataClassification-0
8,	28,	224,	0.16,	0.03,	0.03,	1.16,	0.12,	0.0,	0.75,	0.33,	0.0,	0.87,	0.5,	0.47,	0.37,	0.5,	0.5,	0.25,	HeaderDataClassification-0
4,	63,	252,	0.06,	0.03,	0.01,	1.29,	0.25,	0.0,	0.75,	0.33,	0.25,	3.0,	0.48,	0.31,	0.25,	0.75,	0.5,	6.75,	HeaderDataClassification-0
2,	130,	261,	0.00,	0.02,	0.00,	1.64,	1.0,	0.0,	0.5,	0.33,	0.25,	3.0,	0.48,	0.31,	0.25,	0.75,	0.5,	6.75,	HeaderDataClassification-0
5,	10,	52,	0.05,	0.82,	0.11,	8.96,	0.0,	0.0,	0.0,	0.11,	0.0,	3.2,	0.8,	0.64,	0.8,	0.8,	0.8,	10.0,	HeaderDataClassification-1
4,	25,	103,	0.0,	0.34,	0.14,	11.2,	0.0,	0.0,	0.0,	0.33,	1.0,	5.75,	1.80,	0.70,	2.0,	2.0,	2.0,	23.5,	HeaderDataClassification-1
8,	17,	137,	0.0,	0.24,	0.0,	10.3,	0.0,	0.0,	0.0,	0.05,	0.0,	3.62,	0.99,	0.51,	0.0,	1.0,	1.0,	4.25,	HeaderDataClassification-1
9,	17,	160,	0.09,	0.03,	0.01,	10.1,	0.0,	0.0,	0.88,	0.0,	0.0,	1.33,	1.0,	0.82,	1.0,	1.0,	1.0,	1.33,	HeaderDataClassification-0
9,	21,	194,	0.09,	0.06,	0.01,	10.0,	0.0,	0.0,	0.88,	0.12,	0.0,	0.77,	0.77,	0.76,	0.77,	0.77,	0.77,	1.44,	HeaderDataClassification-0
7,	31,	223,	0.06,	0.05,	0.01,	10.4,	0.0,	0.0,	0.85,	0.0,	0.0,	1.0,	1.0,	0.94,	1.0,	1.0,	1.0,	1.14,	HeaderDataClassification-0
7,	37,	260,	0.05,	0.07,	0.01,	10.4,	0.0,	0.0,	0.85,	0.0,	0.0,	1.0,	1.0,	0.95,	1.0,	1.0,	1.0,	2.42,	HeaderDataClassification-0
7,	41,	290,	0.04,	0.04,	0.01,	10.4,	0.0,	0.0,	0.85,	0.0,	0.0,	1.0,	1.0,	0.95,	1.0,	1.0,	1.0,	2.42,	HeaderDataClassification-0
4,	9,	38,	0.0,	0.94,	0.05,	9.96,	0.0,	0.0,	0.0,	0.14,	0.25,	1.75,	0.72,	0.13,	0.75,	0.75,	0.75,	12.0,	HeaderDataClassification-1
3,	15,	47,	0.06,	0.0,	0.12,	13.2,	0.0,	0.0,	0.0,	0.33,	0.0,	2.33,	0.96,	1.0,	0.0,	1.0,	1.0,	1.0,	HeaderDataClassification-0
6,	11,	68,	0.22,	0.08,	0.0,	12.1,	0.0,	0.0,	0.83,	0.0,	0.0,	1.16,	1.0,	0.84,	1.0,	1.0,	1.0,	1.66,	HeaderDataClassification-0
6,	16,	98,	0.16,	0.13,	0.01,	11.9,	0.0,	0.0,	0.83,	0.09,	0.0,	1.16,	0.83,	0.72,	0.83,	0.83,	0.83,	2.5,	HeaderDataClassification-0
5,	24,	124,	0.10,	0.09,	0.00,	12.3,	0.0,	0.0,	0.8,	0.0,	0.0,	1.0,	1.0,	0.92,	1.0,	1.0,	1.0,	1.6,	HeaderDataClassification-0
5,	31,	158,	0.08,	0.12,	0.01,	12.4,	0.0,	0.0,	0.8,	0.0,	0.0,	1.4,	1.0,	0.83,	1.0,	1.0,	1.0,	3.8,	HeaderDataClassification-0
5,	36,	183,	0.06,	0.07,	0.00,	12.4,	0.0,	0.0,	0.8,	0.0,	0.0,	1.4,	1.0,	0.83,	1.0,	1.0,	1.0,	3.8,	HeaderDataClassification-0
8,	5,	43,	0.09,	0.55,	0.34,	1.0,	1.0,	0.0,	0.12,	0.14,	0.0,	1.75,	1.0,	0.54,	0.87,	1.0,	1.0,	10.5,	HeaderDataClassification-1
6,	16,	96,	0.0,	0.42,	0.12,	1.16,	1.0,	0.0,	0.0,	0.09,	0.0,	3.0,	0.72,	0.45,	1.0,	1.0,	0.0,	12.3,	HeaderDataClassification-1
5,	29,	146,	0.08,	0.17,	0.08,	1.23,	0.0,	0.0,	0.0,	0.0,	0.0,	1.0,	0.99,	0.97,	1.0,	1.0,	1.0,	4.6,	HeaderDataClassification-0
5,	38,	194,	0.06,	0.12,	0.06,	1.24,	0.0,	0.0,	0.0,	0.0,	0.0,	1.0,	0.99,	0.81,	1.0,	1.0,	1.0,	5.2,	HeaderDataClassification-0
5,	48,	241,	0.04,	0.09,	0.04,	1.24,	0.0,	0.0,	0.0,	0.0,	0.0,	1.0,	0.99,	0.81,	1.0,	1.0,	1.0,	6.4,	HeaderDataClassification-0
5,	59,	297,	0.04,	0.10,	0.04,	1.24,	0.0,	0.0,	0.0,	0.0,	0.0,	1.0,	0.99,	0.86,	1.0,	1.0,	1.0,	6.4,	HeaderDataClassification-0
5,	70,	354,	0.03,	0.09,	0.03,	1.24,	0.0,	0.0,	0.0,	0.0,	0.0,	1.0,	0.99,	0.88,	1.0,	1.0,	1.0,	5.4,	HeaderDataClassification-0
5,	81,	405,	0.02,	0.06,	0.02,	1.24,	0.0,	0.0,	0.0,	0.0,	0.0,	1.0,	0.99,	0.86,	1.0,	1.0,	1.0,	5.4,	HeaderDataClassification-0
5,	90,	452,	0.02,	0.05,	0.02,	1.24,	0.0,	0.0,	0.0,	0.0,	0.0,	1.0,	0.99,	0.86,	1.0,	1.0,	1.0,	4.6,	HeaderDataClassification-0
5,	100,	503,	0.02,	0.05,	0.02,	1.24,	0.0,	0.0,	0.0,	0.0,	0.0,	1.0,	0.99,	0.87,	1.0,	1.0,	1.0,	6.0,	HeaderDataClassification-0
5,	111,	557,	0.02,	0.05,	0.02,	1.25,	0.0,	0.0,	0.0,	0.0,	0.0,	1.0,	0.99,	0.94,	1.0,	1.0,	1.0,	5.8,	HeaderDataClassification-0
5,	122,	611,	0.01,	0.04,	0.01,	1.25,	0.0,	0.0,	0.0,	0.0,	0.0,	1.0,	0.99,	0.83,	1.0,	1.0,	1.0,	6.0,	HeaderDataClassification-0
5,	133,	666,	0.01,	0.04,	0.01,	1.25,	0.0,	0.0,	0.0,	0.0,	0.0,	1.0,	0.99,	0.87,	1.0,	1.0,	1.0,	6.0,	HeaderDataClassification-0
5,	143,	716,	0.01,	0.03,	0.01,	1.25,	0.0,	0.0,	0.0,	0.0,	0.0,	1.0,	0.99,	0.90,	1.0,	1.0,	1.0,	5.4,	HeaderDataClassification-0
5,	154,	772,	0.01,	0.04,	0.01,	1.25,	0.0,	0.0,	0.0,	0.0,	0.0,	1.0,	0.99,	0.81,	1.0,	1.0,	1.0,	6.0,	HeaderDataClassification-0
5,	163,	817,	0.01,	0.02,	0.01,	1.25,	0.0,	0.0,	0.0,	0.0,	0.0,	1.0,	0.99,	0.91,	1.0,	1.0,	1.0,	4.0,	HeaderDataClassification-0
5,	172,	860,	0.01,	0.02,	0.01,	1.25,	0.0,	0.0,	0.0,	0.0,	0.0,	1.0,	0.99,	0.81,	1.0,	1.0,	1.0,	5.0,	HeaderDataClassification-0
5,	183,	916,	0.01,	0.03,	0.01,	1.25,	0.0,	0.0,	0.0,	0.0,	0.0,	1.0,	0.99,	0.91,	1.0,	1.0,	1.0,	5.8,	HeaderDataClassification-0
5,	193,	966,	0.01,	0.02,	0.01,	1.25,	0.0,	0.0,	0.0,	0.0,	0.0,	1.0,	0.99,	0.86,	1.0,	1.0,	1.0,	5.0,	HeaderDataClassification-0
5,	202,	1014,	0.01,	0.02,	0.01,	1.25,	0.0,	0.0,	0.0,	0.0,	0.0,	1.0,	0.99,	0.83,	1.0,	1.0,	1.0,	5.8,	HeaderDataClassification-0
5,	214,	1070,	0.01,	0.02,	0.01,	1.25,	0.0,	0.0,	0.0,	0.0,	0.0,	1.0,	0.99,	0.89,	1.0,	1.0,	1.0,	5.4,	HeaderDataClassification-0
5,	224,	1120,	0.01,	0.02,	0.01,	1.25,	0.0,	0.0,	0.0,	0.0,	0.0,	1.0,	0.99,	0.88,	1.0,	1.0,	1.0,	5.4,	HeaderDataClassification-0
5,	233,	1166,	0.01,	0.01,	0.01,	1.25,	0.0,	0.0,	0.0,	0.0,	0.0,	1.0,	0.99,	0.90,	1.0,	1.0,	1.0,	4.6,	HeaderDataClassification-0
5,	243,	1215,	0.00,	0.02,	0.00,	1.25,	0.0,	0.0,	0.0,	0.0,	0.0,	1.0,	0.99,	0.90,	1.0,	1.0,	1.0,	5.6,	HeaderDataClassification-0
5,	254,	1271,	0.00,	0.02,	0.00,	1.25,	0.0,	0.0,	0.0,	0.11,	0.0,	1.6,	0.97,	0.72,	1.0,	1.0,	1.0,	11.6,	HeaderDataClassification-0
4,	332,	1328,	0.00,	0.02,	0.00,	1.31,	0.0,	0.0,	0.0,	0.11,	0.25,	2.0,	1.24,	0.81,	1.25,	1.25,	1.25,	15.5,	HeaderDataClassification-0
5,	275,	1379,	0.00,	0.01,	0.00,	1.26,	0.0,	0.0,	0.0,	0.0,	0.0,	1.0,	0.99,	0.87,	1.0,	1.0,	1.0,	4.8,	HeaderDataClassification-0
5,	286,	1431,	0.00,	0.01,	0.00,	1.25,	0.0,	0.0,	0.0,	0.11,	0.0,	1.6,	0.95,	0.71,	1.0,	1.0,	1.0,	11.4,	HeaderDataClassification-0
4,	371,	1484,	0.00,	0.01,	0.00,	1.31,	0.0,	0.0,	0.0,	0.0,	0.25,	2.25,	1.21,	0.54,	1.25,	1.25,	1.25,	20.7,	HeaderDataClassification-0
4,	386,	1544,	0.00,	0.02,	0.00,	1.32,	0.0,	0.0,	0.0,	0.11,	0.25,	1.5,	1.24,	0.82,	1.25,	1.25,	1.25,	14.0,	HeaderDataClassification-0
5,	319,	1595,	0.00,	0.01,	0.00,	1.26,	0.0,	0.0,	0.0,	0.11,	0.0,	1.6,	0.97,	0.61,	1.0,	1.0,	1.0,	9.6,	HeaderDataClassification-0
4,	408,	1632,	0.00,	0.01,	0.00,	1.31,	0.0,	0.0,	0.0,	0.11,	0.25,	2.0,	1.24,	0.90,	1.0,	1.25,	1.25,	7.75,	HeaderDataClassification-0
5,	334,	1674,	0.00,	0.01,	0.00,	1.26,	0.0,	0.0,	0.2,	0.0,	0.0,	1.0,	0.99,	0.95,	1.0,	1.0,	1.0,	4.6,	HeaderDataClassification-0
5,	343,	1717,	0.00,	0.01,	0.00,	1.25,	0.0,	0.0,	0.2,	0.0,	0.2,	1.6,	0.96,	0.61,	0.6,	1.0,	1.0,	9.6,	HeaderDataClassification-0
5,	349,	1749,	0.00,	0.00,	0.00,	1.25,	0.0,	0.0,	0.4,	0.11,	0.0,	2.2,	0.99,	0.46,	0.6,	1.0,	1.0,	11.8,	HeaderDataClassification-0
4,	447,	1790,	0.00,	0.01,	0.00,	1.31,	0.0,	0.0,	0.25,	0.11,	0.25,	2.0,	1.24,	0.82,	1.25,	1.25,	1.25,	10.5,	HeaderDataClassification-0
